FirstName;LastName;BirthDate;Gender;Email;PhoneNumber;Street;HouseNumber;ZipCode;City;Country;Notes;CreatedAt;IsActive
"Olivia";"Cruz";"1969-01-21";"Female";"olivia.cruz@example.com";"+1 316 787 1653";"Cherry Lane";"26C";"98977";"North Las Vegas";"Brazil";"Generated test data";"2024-11-18";"True";
"Sharon";"Mitchell";"1962-05-12";"Male";"sharon.mitchell@example.com";"+1 843 463 6877";"Long Street";"44B";"56115";"North Las Vegas";"Colombia";"Generated test data";"2025-06-28";"True";
"Sarah";"Thomas";"2003-01-06";"Diverse";"sarah.thomas@example.com";"+1 490 111 5492";"Taylor Avenue";"17";"21343";"Chicago";"Finland";"Generated test data";"2025-05-19";"True";
"John";"Ruiz";"2000-04-28";"Female";"john.ruiz@example.com";"+1 240 254 4691";"Ninth Avenue";"48A";"64382";"Gilbert";"Turkmenistan";"Generated test data";"2025-06-19";"False";
"Katherine";"Clark";"2001-06-11";"Diverse";"katherine.clark@example.com";"+1 105 413 9320";"Queen Street";"104";"33109";"Washington";"Austria";"Generated test data";"2025-01-20";"False";
"Sandra";"Peterson";"1957-05-22";"Diverse";"sandra.peterson@example.com";"+1 988 470 8720";"Lakeview Drive";"109";"22217";"Santa Ana";"Japan";"Generated test data";"2025-02-17";"False";
"Hannah";"Gonzalez";"1980-03-06";"Female";"hannah.gonzalez@example.com";"+1 625 748 1003";"Lady Street";"68B";"47901";"Honolulu";"Australia";"Generated test data";"2025-04-01";"True";
"Steven";"Brooks";"2005-08-02";"Diverse";"steven.brooks@example.com";"+1 213 628 2678";"Spring Street";"107";"35000";"Albuquerque";"Norway";"Generated test data";"2025-06-18";"False";
"Nancy";"Brooks";"1956-01-31";"Male";"nancy.brooks@example.com";"+1 807 743 3481";"Prospect Avenue";"67B";"91301";"Omaha";"Portugal";"Generated test data";"2025-03-13";"False";
"Raymond";"Mitchell";"1976-12-07";"Male";"raymond.mitchell@example.com";"+1 432 360 8225";"Birch Avenue";"111";"14377";"Aurora";"Pakistan";"Generated test data";"2024-10-15";"False";
"Raymond";"Castillo";"1955-05-20";"Diverse";"raymond.castillo@example.com";"+1 732 716 8939";"Hawthorn Lane";"27";"69751";"New Orleans";"Laos";"Generated test data";"2024-10-16";"False";
"Helen";"Rogers";"1965-12-18";"Diverse";"helen.rogers@example.com";"+1 314 774 4454";"Monroe Avenue";"50C";"54138";"Albuquerque";"Jordan";"Generated test data";"2025-04-17";"False";
"Rachel";"Rogers";"1957-05-03";"Unknown";"rachel.rogers@example.com";"+1 615 762 6792";"Circle Drive";"126";"16382";"Boston";"Paraguay";"Generated test data";"2025-01-28";"False";
"Deborah";"White";"1956-08-03";"Male";"deborah.white@example.com";"+1 223 764 1960";"Broadway";"174";"41336";"Las Vegas";"Sri Lanka";"Generated test data";"2025-03-31";"True";
"Benjamin";"Cruz";"1997-04-28";"Female";"benjamin.cruz@example.com";"+1 842 636 5616";"Prince Avenue";"197";"38492";"Mesa";"Guatemala";"Generated test data";"2025-05-07";"True";
"Jacob";"Evans";"1972-01-26";"Diverse";"jacob.evans@example.com";"+1 262 700 5407";"Adams Boulevard";"118A";"17974";"Long Beach";"Luxembourg";"Generated test data";"2025-05-29";"True";
"Carol";"Cox";"1986-11-06";"Female";"carol.cox@example.com";"+1 574 364 1597";"Main Street";"52C";"93413";"St. Louis";"Russia";"Generated test data";"2025-03-27";"True";
"Andrew";"Harris";"1974-06-26";"Diverse";"andrew.harris@example.com";"+1 496 274 8763";"Polk Street";"113";"15117";"Phoenix";"Estonia";"Generated test data";"2024-12-31";"False";
"Sandra";"Morales";"1995-03-17";"Male";"sandra.morales@example.com";"+1 948 151 4740";"Birch Avenue";"128A";"57434";"Omaha";"Chile";"Generated test data";"2024-10-06";"True";
"Helen";"Reyes";"1999-09-30";"Unknown";"helen.reyes@example.com";"+1 474 280 5753";"Adams Boulevard";"106C";"29576";"Austin";"Canada";"Generated test data";"2025-06-27";"False";
"Chloe";"Flores";"1963-07-17";"Female";"chloe.flores@example.com";"+1 214 734 7806";"Madison Street";"185C";"56145";"Colorado Springs";"Spain";"Generated test data";"2024-08-19";"True";
"Sandra";"Alvarez";"1998-09-04";"Unknown";"sandra.alvarez@example.com";"+1 719 328 8902";"Monroe Avenue";"76";"94808";"Albuquerque";"Chile";"Generated test data";"2025-01-28";"True";
"Sharon";"Martin";"1992-05-15";"Female";"sharon.martin@example.com";"+1 101 992 2407";"Duke Street";"190C";"47203";"Pittsburgh";"Spain";"Generated test data";"2025-01-23";"False";
"Henry";"Miller";"1992-11-05";"Female";"henry.miller@example.com";"+1 271 950 4750";"Magnolia Drive";"44C";"74030";"Scottsdale";"Trinidad and Tobago";"Generated test data";"2025-04-01";"False";
"Raymond";"Murphy";"2002-02-09";"Diverse";"raymond.murphy@example.com";"+1 312 803 7246";"Princeton Street";"70A";"25430";"New York";"Saudi Arabia";"Generated test data";"2025-02-04";"False";
"Nancy";"Ramirez";"1986-02-13";"Unknown";"nancy.ramirez@example.com";"+1 192 452 1253";"Vine Street";"63";"82306";"San Francisco";"Trinidad and Tobago";"Generated test data";"2025-05-17";"False";
"Sharon";"Ward";"1982-06-19";"Male";"sharon.ward@example.com";"+1 711 556 1034";"Roosevelt Street";"79";"35471";"Bakersfield";"Peru";"Generated test data";"2024-12-19";"True";
"Steven";"Stewart";"1970-11-24";"Female";"steven.stewart@example.com";"+1 477 365 6369";"Hawthorn Lane";"182";"26634";"Anaheim";"Netherlands";"Generated test data";"2024-12-01";"False";
"Karen";"Mendoza";"1955-11-08";"Female";"karen.mendoza@example.com";"+1 317 373 5615";"Tower Road";"121";"65941";"Austin";"Jordan";"Generated test data";"2024-12-02";"True";
"Daniel";"Cox";"1986-09-18";"Female";"daniel.cox@example.com";"+1 687 390 6931";"Oxford Street";"104B";"50635";"Winston–Salem";"Yemen";"Generated test data";"2025-06-11";"True";
"Scott";"Lopez";"1990-05-25";"Female";"scott.lopez@example.com";"+1 669 949 3372";"Columbia Avenue";"47C";"20386";"Columbus";"Sri Lanka";"Generated test data";"2025-03-17";"False";
"George";"Brooks";"1952-08-01";"Diverse";"george.brooks@example.com";"+1 650 805 2106";"King Street";"110A";"13590";"North Las Vegas";"Poland";"Generated test data";"2025-04-04";"True";
"Brian";"Scott";"1958-01-21";"Male";"brian.scott@example.com";"+1 322 635 4112";"Yale Avenue";"55A";"25356";"Irving";"Dominican Republic";"Generated test data";"2025-07-22";"True";
"Ryan";"Gonzalez";"1981-04-18";"Female";"ryan.gonzalez@example.com";"+1 475 566 6707";"Monroe Avenue";"128";"53807";"Jersey City";"Vietnam";"Generated test data";"2025-03-13";"False";
"Carol";"Williams";"2005-05-17";"Female";"carol.williams@example.com";"+1 806 851 9759";"Garfield Avenue";"105";"32609";"Arlington";"Mexico";"Generated test data";"2024-10-30";"True";
"Christopher";"Martin";"2001-06-01";"Unknown";"christopher.martin@example.com";"+1 736 870 8869";"Adams Boulevard";"173C";"13872";"Reno";"Monaco";"Generated test data";"2024-11-12";"True";
"Jacob";"Clark";"1986-02-22";"Female";"jacob.clark@example.com";"+1 403 941 7132";"Garfield Avenue";"40C";"73386";"Reno";"Malta";"Generated test data";"2025-01-09";"False";
"Nancy";"Lee";"1967-05-23";"Diverse";"nancy.lee@example.com";"+1 810 760 1700";"Grant Avenue";"176";"88357";"St. Louis";"Monaco";"Generated test data";"2024-11-21";"False";
"Jennifer";"Gomez";"1976-09-07";"Male";"jennifer.gomez@example.com";"+1 512 644 3720";"Monroe Avenue";"12";"66705";"Gilbert";"South Africa";"Generated test data";"2025-07-28";"False";
"Brenda";"Mendoza";"1984-07-22";"Diverse";"brenda.mendoza@example.com";"+1 907 991 2392";"Loop Road";"100C";"64289";"Dallas";"Chile";"Generated test data";"2025-05-15";"False";
"Ryan";"Castillo";"1980-09-15";"Female";"ryan.castillo@example.com";"+1 120 784 4407";"Lord Street";"9";"94281";"Virginia Beach";"Nigeria";"Generated test data";"2025-04-08";"True";
"Joshua";"Flores";"1972-06-21";"Male";"joshua.flores@example.com";"+1 777 991 5144";"Lady Street";"53";"61938";"Lincoln";"Japan";"Generated test data";"2025-07-13";"False";
"Tyler";"Gray";"1975-03-26";"Diverse";"tyler.gray@example.com";"+1 274 947 2790";"Harrison Avenue";"131";"33888";"Lubbock";"Kazakhstan";"Generated test data";"2025-01-18";"True";
"Gregory";"Thomas";"1953-12-09";"Male";"gregory.thomas@example.com";"+1 219 140 7131";"Forest Avenue";"188B";"31218";"Jacksonville";"Laos";"Generated test data";"2025-02-19";"True";
"Frank";"Price";"2000-10-02";"Diverse";"frank.price@example.com";"+1 315 729 7609";"Jefferson Street";"23";"36950";"St. Louis";"Panama";"Generated test data";"2025-05-07";"False";
"Paul";"Morgan";"1960-03-05";"Male";"paul.morgan@example.com";"+1 670 326 1216";"Loop Road";"36A";"46535";"Saint Paul";"Ireland";"Generated test data";"2025-08-05";"False";
"Eric";"Cruz";"1999-04-28";"Male";"eric.cruz@example.com";"+1 536 281 2364";"Washington Avenue";"175B";"18613";"New York";"Ecuador";"Generated test data";"2025-01-25";"False";
"Raymond";"Robinson";"1955-09-21";"Female";"raymond.robinson@example.com";"+1 916 331 4077";"Walnut Street";"55";"11750";"Mesa";"France";"Generated test data";"2025-05-07";"False";
"Brittany";"Nelson";"1966-07-23";"Diverse";"brittany.nelson@example.com";"+1 358 738 8445";"Polk Street";"37";"84533";"San Jose";"San Marino";"Generated test data";"2024-10-04";"False";
"Barbara";"Sanchez";"1971-05-19";"Diverse";"barbara.sanchez@example.com";"+1 806 117 7141";"Park Lane";"62C";"31701";"Laredo";"Costa Rica";"Generated test data";"2024-09-08";"True";
"Paul";"Thomas";"1952-11-13";"Unknown";"paul.thomas@example.com";"+1 676 283 3237";"Pine Street";"43B";"59735";"Pittsburgh";"France";"Generated test data";"2024-11-16";"True";
"Samuel";"Hall";"1987-05-22";"Female";"samuel.hall@example.com";"+1 770 278 8160";"Princeton Street";"101";"71019";"Baltimore";"Cambodia";"Generated test data";"2024-08-31";"True";
"Eric";"Harris";"1981-04-12";"Unknown";"eric.harris@example.com";"+1 881 538 5817";"Oxford Street";"49";"89673";"Greensboro";"Israel";"Generated test data";"2024-09-06";"False";
"Janet";"Howard";"1985-04-07";"Male";"janet.howard@example.com";"+1 927 528 9414";"Cambridge Road";"102A";"12307";"Laredo";"Peru";"Generated test data";"2025-01-03";"True";
"Ronald";"Watson";"1962-10-09";"Unknown";"ronald.watson@example.com";"+1 635 984 5557";"Park Avenue";"1C";"81889";"Louisville";"Russia";"Generated test data";"2024-10-21";"False";
"Kevin";"White";"1954-08-04";"Female";"kevin.white@example.com";"+1 392 805 3536";"Kennedy Street";"50C";"50011";"Norfolk";"Uzbekistan";"Generated test data";"2025-02-20";"False";
"Emma";"Moore";"1998-04-06";"Female";"emma.moore@example.com";"+1 804 350 1932";"Magnolia Drive";"101A";"78687";"Phoenix";"Mongolia";"Generated test data";"2024-09-22";"True";
"Jerry";"Lopez";"1989-11-25";"Diverse";"jerry.lopez@example.com";"+1 402 263 2625";"Green Street";"72";"37762";"Newark";"Denmark";"Generated test data";"2025-05-14";"False";
"Jacob";"Wilson";"2005-11-27";"Diverse";"jacob.wilson@example.com";"+1 302 402 5965";"Yale Avenue";"115";"22901";"St. Louis";"Nigeria";"Generated test data";"2025-02-09";"False";
"Chloe";"Stewart";"1964-03-09";"Unknown";"chloe.stewart@example.com";"+1 903 451 5212";"Smith Road";"89A";"45715";"Toledo";"Norway";"Generated test data";"2025-06-04";"False";
"Nicole";"Gonzalez";"1958-10-13";"Male";"nicole.gonzalez@example.com";"+1 604 338 7311";"Jefferson Street";"61";"94547";"Kansas City";"Canada";"Generated test data";"2024-12-15";"False";
"Paul";"Morris";"1974-06-11";"Female";"paul.morris@example.com";"+1 532 712 4771";"Franklin Avenue";"48";"15745";"Washington";"Luxembourg";"Generated test data";"2024-10-15";"False";
"Anna";"Wilson";"1985-05-11";"Unknown";"anna.wilson@example.com";"+1 242 659 9068";"Vine Street";"60";"27043";"Milwaukee";"Algeria";"Generated test data";"2025-02-21";"True";
"Victoria";"Baker";"1994-04-23";"Female";"victoria.baker@example.com";"+1 688 896 6538";"Hawthorn Lane";"165";"53519";"Garland";"Andorra";"Generated test data";"2025-03-24";"False";
"Elizabeth";"Cook";"1987-04-18";"Female";"elizabeth.cook@example.com";"+1 962 755 4353";"Brown Avenue";"61B";"69530";"Chesapeake";"Costa Rica";"Generated test data";"2025-03-17";"False";
"Gary";"Mendoza";"1964-08-21";"Diverse";"gary.mendoza@example.com";"+1 546 568 7931";"Gate Street";"113";"69023";"Fort Worth";"Kenya";"Generated test data";"2025-01-28";"True";
"Victoria";"Castillo";"1960-11-08";"Male";"victoria.castillo@example.com";"+1 847 450 3533";"Queen Street";"16";"93947";"St. Louis";"Sweden";"Generated test data";"2025-04-15";"False";
"Sharon";"Ramos";"1965-07-01";"Female";"sharon.ramos@example.com";"+1 900 749 3884";"Madison Street";"95";"65481";"Oklahoma City";"China";"Generated test data";"2025-05-24";"True";
"Christopher";"Watson";"1973-12-25";"Male";"christopher.watson@example.com";"+1 276 347 7622";"Cambridge Road";"87";"30257";"Garland";"Costa Rica";"Generated test data";"2025-06-18";"False";
"Eric";"Bailey";"1950-01-29";"Unknown";"eric.bailey@example.com";"+1 839 235 1994";"Nelson Avenue";"130";"89078";"Garland";"Uruguay";"Generated test data";"2025-07-09";"False";
"Charles";"Cox";"1960-02-13";"Male";"charles.cox@example.com";"+1 926 270 1169";"Adams Street";"70";"65574";"Madison";"Costa Rica";"Generated test data";"2024-12-20";"True";
"Patrick";"Jackson";"1964-05-24";"Male";"patrick.jackson@example.com";"+1 570 431 9091";"Fifth Avenue";"150A";"24753";"Lincoln";"Nepal";"Generated test data";"2024-08-15";"False";
"Emma";"Cruz";"1976-09-16";"Female";"emma.cruz@example.com";"+1 788 614 1275";"Madison Street";"81";"53627";"Norfolk";"Kyrgyzstan";"Generated test data";"2024-09-23";"False";
"Rachel";"Rodriguez";"1962-08-24";"Unknown";"rachel.rodriguez@example.com";"+1 878 732 6064";"Adams Street";"163";"82515";"Baltimore";"San Marino";"Generated test data";"2025-05-25";"True";
"Janet";"Castillo";"1996-07-25";"Unknown";"janet.castillo@example.com";"+1 932 858 6546";"Hamilton Avenue";"178A";"63767";"Lubbock";"Peru";"Generated test data";"2024-10-03";"True";
"Nicole";"Thomas";"1963-10-23";"Diverse";"nicole.thomas@example.com";"+1 568 549 2668";"Wilson Street";"134A";"85306";"Laredo";"India";"Generated test data";"2025-05-03";"False";
"Hannah";"Rodriguez";"1955-02-07";"Diverse";"hannah.rodriguez@example.com";"+1 358 404 6450";"Smith Road";"173A";"13183";"Kansas City";"Jordan";"Generated test data";"2025-02-02";"True";
"Thomas";"Hughes";"1987-03-19";"Male";"thomas.hughes@example.com";"+1 169 744 6965";"Tenth Street";"63";"59971";"New York";"Oman";"Generated test data";"2025-07-23";"True";
"Nicole";"Reed";"2002-05-22";"Diverse";"nicole.reed@example.com";"+1 908 425 2299";"Water Street";"7";"27207";"Lubbock";"Philippines";"Generated test data";"2025-08-07";"False";
"Stephen";"Mitchell";"1964-04-29";"Unknown";"stephen.mitchell@example.com";"+1 301 543 7022";"Jefferson Street";"153";"67274";"Tacoma";"Luxembourg";"Generated test data";"2024-10-11";"False";
"Rachel";"Taylor";"1969-12-30";"Diverse";"rachel.taylor@example.com";"+1 880 950 8849";"Hawthorn Lane";"25";"89088";"Cleveland";"Greece";"Generated test data";"2024-12-10";"False";
"Robert";"Hill";"1963-09-08";"Female";"robert.hill@example.com";"+1 563 180 1192";"Seventh Avenue";"179A";"88759";"Aurora";"Latvia";"Generated test data";"2025-04-11";"False";
"Brenda";"Peterson";"1999-10-30";"Unknown";"brenda.peterson@example.com";"+1 637 891 6125";"Lakeview Drive";"158B";"76541";"Indianapolis";"Syria";"Generated test data";"2025-06-13";"True";
"Sarah";"Nguyen";"1975-03-22";"Male";"sarah.nguyen@example.com";"+1 904 843 5612";"Nelson Avenue";"109";"98306";"Riverside";"Costa Rica";"Generated test data";"2025-04-28";"True";
"Samuel";"Anderson";"1998-08-03";"Unknown";"samuel.anderson@example.com";"+1 424 640 3585";"Hamilton Avenue";"44C";"16479";"Buffalo";"Japan";"Generated test data";"2024-08-20";"False";
"Brian";"Parker";"1952-03-20";"Male";"brian.parker@example.com";"+1 422 682 3625";"Ash Street";"8B";"27164";"Buffalo";"Ecuador";"Generated test data";"2025-06-01";"True";
"Michael";"Reyes";"2005-12-13";"Female";"michael.reyes@example.com";"+1 610 438 9978";"Hamilton Avenue";"21";"46357";"Miami";"Austria";"Generated test data";"2024-12-31";"True";
"Christina";"Diaz";"1951-03-18";"Diverse";"christina.diaz@example.com";"+1 630 393 2935";"Broad Street";"12";"72030";"Spokane";"Qatar";"Generated test data";"2025-06-18";"False";
"Alexander";"Nguyen";"1968-02-11";"Diverse";"alexander.nguyen@example.com";"+1 934 724 3361";"Lakeview Drive";"158";"54931";"Jacksonville";"Estonia";"Generated test data";"2024-08-15";"False";
"Hannah";"Phillips";"2001-12-24";"Female";"hannah.phillips@example.com";"+1 985 892 4037";"Seventh Avenue";"120B";"59677";"Scottsdale";"USA";"Generated test data";"2025-08-10";"False";
"Brittany";"Gutierrez";"1954-10-19";"Male";"brittany.gutierrez@example.com";"+1 889 958 3635";"Pennsylvania Avenue";"25A";"51745";"Wichita";"Malaysia";"Generated test data";"2025-05-08";"True";
"Alexander";"Brown";"1978-02-24";"Male";"alexander.brown@example.com";"+1 664 221 7041";"Prospect Avenue";"87";"99028";"Riverside";"Bhutan";"Generated test data";"2025-07-15";"False";
"Cynthia";"Price";"1977-02-05";"Female";"cynthia.price@example.com";"+1 146 414 4133";"Sunset Boulevard";"39";"96226";"Boston";"Kazakhstan";"Generated test data";"2025-06-24";"True";
"Beverly";"Ross";"1998-12-20";"Unknown";"beverly.ross@example.com";"+1 582 155 4950";"Cleveland Avenue";"162A";"20648";"Fort Wayne";"Czech Republic";"Generated test data";"2024-12-19";"False";
"Douglas";"Ramirez";"1991-02-13";"Male";"douglas.ramirez@example.com";"+1 703 366 8682";"Jackson Street";"130C";"29001";"Winston–Salem";"United Kingdom";"Generated test data";"2025-04-27";"True";
"Jerry";"Sanders";"1994-04-19";"Diverse";"jerry.sanders@example.com";"+1 207 632 9925";"Yale Avenue";"185";"51185";"Raleigh";"Bolivia";"Generated test data";"2025-04-24";"True";
"Janet";"King";"1973-08-20";"Male";"janet.king@example.com";"+1 322 401 2698";"Market Street";"15A";"63682";"Stockton";"New Zealand";"Generated test data";"2024-11-05";"True";
"Jerry";"Gutierrez";"1970-04-23";"Diverse";"jerry.gutierrez@example.com";"+1 288 392 1204";"Pine Street";"80";"89232";"New York";"Morocco";"Generated test data";"2025-01-23";"True";
"Jeffrey";"Thompson";"1988-12-03";"Male";"jeffrey.thompson@example.com";"+1 467 285 2442";"School Street";"97B";"57251";"Irvine";"Germany";"Generated test data";"2025-04-14";"True";
"Lauren";"Smith";"1964-08-30";"Male";"lauren.smith@example.com";"+1 243 873 5085";"Broad Street";"132C";"74217";"Santa Ana";"Venezuela";"Generated test data";"2024-12-13";"True";
"Lori";"Thompson";"2001-05-05";"Female";"lori.thompson@example.com";"+1 855 733 7262";"Johnson Avenue";"84A";"48777";"Baltimore";"Japan";"Generated test data";"2025-08-04";"True";
"Jason";"Foster";"2005-10-14";"Female";"jason.foster@example.com";"+1 828 325 6636";"Smith Road";"53C";"10131";"Omaha";"Portugal";"Generated test data";"2025-04-17";"True";
"Lori";"Martinez";"1992-07-07";"Unknown";"lori.martinez@example.com";"+1 401 181 1664";"Monroe Avenue";"67";"34462";"Newark";"India";"Generated test data";"2025-04-14";"False";
"Gary";"Castillo";"1999-08-26";"Unknown";"gary.castillo@example.com";"+1 492 838 4582";"Seventh Avenue";"24";"38965";"San Francisco";"Bahrain";"Generated test data";"2025-07-13";"False";
